group,seed,current_high_count,mae,rmse,r2,rho
B2,42,108,7.0246763733858915,8.842158351293854,0.9631039279498141,1.3179481909124655
B2,42,110,7.034172443925002,8.856947136574384,0.9629804050785286,1.3165210082184664
B2,42,112,7.044058283624137,8.872516791140944,0.9628501369605558,1.31511425524275
B2,42,114,7.053956719379355,8.888704356130008,0.9627144563141643,1.3137374336197765
B2,42,116,7.0469822239898745,8.877204111136566,0.9628108743033031,1.3147072836287395
B2,42,118,7.044566269689795,8.87332882944672,0.9628433365243225,1.3150432381557322
B2,42,120,7.043403380955806,8.871466825471282,0.9628589290031677,1.315206406031887
B2,42,122,7.042209835204184,8.869564109146458,0.9628748590280678,1.3153743488243077
B2,42,124,7.0515959281070915,8.884759679176085,0.9627475425285668,1.314065717360564
B2,42,126,7.044038414141536,8.872484873727204,0.9628504042410679,1.315117051060495
B2,42,128,7.052806240219064,8.886775369029486,0.9627306376440148,1.3138974154050682
B2,42,130,7.061103166382842,8.90083020472833,0.9626126580707562,1.3127546839091173
B2,42,132,7.070699359833671,8.917289744176621,0.9624742558322292,1.311478028860454
B2,42,134,7.07597513465869,8.926149253441626,0.9623996536065734,1.3108152031049556
